Node ID,Longitude,Latitude,Degree Centrality,Betweenness Centrality
398.0,-122.330186840981,47.6556335806353,4.0,130030977.66283754
6083.0,-122.324302377579,47.649165144288,4.0,125432463.66666682
12899.0,-122.324650262791,47.6558209832797,3.0,125167566.0
9606.0,-122.32631584367898,47.65558321294029,3.0,125164758.0
9607.0,-122.325604345888,47.6557103123649,3.0,125153026.0
5642.0,-122.323613583663,47.65590555719249,3.0,125144006.0
10622.0,-122.32285481442598,47.6558422194403,3.0,125094126.0
8046.0,-122.324170176093,47.6349327153024,3.0,121824498.33333343
19830.0,-122.32409298493464,47.62426493722439,4.0,121760158.86666676
13305.0,-122.326065924289,47.6271752578353,3.0,121489818.0
7891.0,-122.324537189468,47.6339121269247,4.0,121320820.66666682
9337.0,-122.324901038638,47.6325888428162,3.0,121271034.0
10653.0,-122.324327505402,47.6308591953669,4.0,121266874.0
13579.0,-122.3266965796952,47.62781017334352,3.0,121230514.0
4809.0,-122.325387670435,47.6264895572691,3.0,121129538.0
7715.0,-122.324117649374,47.625182019698094,3.0,121118208.0
11610.0,-122.324626040355,47.6396912213261,3.0,121083100.33333318
13938.0,-122.324629057721,47.6382820420851,3.0,121012309.00000007
24484.0,-122.324351867267,47.6254301193363,3.0,120982666.0
14307.0,-122.32463793445,47.6381811680956,3.0,120957333.00000007
4921.0,-122.32463865856,47.6368339306133,3.0,120942141.00000007
4942.0,-122.324498913566,47.635828765736,4.0,120939243.00000007
4941.0,-122.324434720858,47.6356810588633,3.0,120904163.00000007
1008.0,-122.324092975463,47.62454240250984,3.0,120635938.0
3659.0,-122.329377154769,47.6396817882103,4.0,119375794.33333336
2482.0,-122.325584571493,47.6474955000889,3.0,118970751.6666668
4428.0,-122.329367255976,47.6407959568007,3.0,118759521.6666668
6331.0,-122.32937966847,47.6402940834964,3.0,118746391.6666668
5999.0,-122.328422314585,47.6396896888808,3.0,118529364.99999993
2444.0,-122.327776529308,47.6396912630502,3.0,118374576.99999993
5358.0,-122.326550669602,47.6396939061111,3.0,118335140.99999993
4870.0,-122.327183004441,47.639692440502735,3.0,118309916.99999993
542.0,-122.310681257922,47.6221268955924,4.0,107857724.06666684
6874.0,-122.322092117329,47.624245192377,3.0,107476850.8666668
9398.0,-122.322612502808,47.62424468768089,3.0,107446782.8666668
13262.0,-122.320597472479,47.62422678842071,3.0,107429930.8666668
21952.0,-122.31978198543202,47.6242186586962,3.0,107255218.8666668
25692.0,-122.31783436387302,47.6242383031827,3.0,107244172.8666668
20492.0,-122.318907606671,47.6242363599232,3.0,107190002.8666668
9039.0,-122.319280359604,47.62424171518454,3.0,107189950.8666668
15831.0,-122.316623373305,47.6242310886613,3.0,107073354.8666668
24482.0,-122.313536636533,47.6242258385878,3.0,106937681.53333348
6133.0,-122.312731831506,47.6220004139475,3.0,106542994.33333342
12981.0,-122.303707113822,47.6128476224998,3.0,100963782.4999976
9686.0,-122.307371404725,47.6153135791325,4.0,93318331.00000004
11158.0,-122.306105706764,47.6153210458663,3.0,92904301.00000004
9932.0,-122.303660890102,47.615344601385,3.0,92900637.00000004
9868.0,-122.303654585521,47.6147066438719,3.0,92832649.00000004
7880.0,-122.30367203905,47.6140085138274,3.0,92808853.00000004
7462.0,-122.3036949318894,47.61337401547674,3.0,92785179.00000004
15591.0,-122.30935951027,47.6221151365033,4.0,91609282.00000004
13949.0,-122.308014731463,47.6221056753129,3.0,91593536.00000004
8301.0,-122.307425026938,47.6221181405118,3.0,91472584.00000004
11743.0,-122.3074291275014,47.620101898925576,3.0,91444444.00000004
12241.0,-122.307438159187,47.6197108386759,4.0,91443496.00000004
320.0,-122.307463605642,47.61847228022,3.0,91407992.00000004
3283.0,-122.307451520929,47.6190163300764,3.0,91347064.00000004
2922.0,-122.307463941896,47.6181980409982,3.0,91180374.00000004
1443.0,-122.307479803725,47.617302449552106,3.0,91156350.00000004
3945.0,-122.30735279946002,47.6160360843912,3.0,91132862.6666667
2029.0,-122.307363751568,47.6156779157256,3.0,91110098.6666667
5193.0,-122.330138309987,47.6590701580749,4.0,89632101.86284024
6375.0,-122.328264421043,47.65904883048879,3.0,88281502.52950701
10506.0,-122.329083300802,47.6590667156446,3.0,88278706.529507
