Node ID,Longitude,Latitude,Degree Centrality,Betweenness Centrality
2064.0,41,14,4.0,85742.802802871
2065.0,41,15,4.0,87766.83481341728
1555.0,31,5,4.0,64268.488909914166
1557.0,31,7,4.0,83427.98524550594
1559.0,31,9,4.0,100778.4524235268
1560.0,31,10,4.0,108757.06824566428
1051.0,21,1,4.0,20465.802398153
1059.0,21,9,4.0,103928.8887764591
1066.0,21,16,4.0,153313.9590790665
1067.0,21,17,4.0,158277.78720063792
1070.0,21,20,4.0,169641.92330725698
1071.0,21,21,4.0,172205.5412813472
1072.0,21,22,4.0,174137.66436743768
1073.0,21,23,4.0,175430.27219277582
2111.0,42,11,4.0,71277.55075156457
2112.0,42,12,4.0,73801.15039583159
2114.0,42,14,4.0,77949.12994893393
1610.0,32,10,4.0,106984.13907366771
1101.0,22,1,4.0,20504.7443470606
1102.0,22,2,4.0,32583.394907541693
1103.0,22,3,4.0,44140.02686294078
1109.0,22,9,4.0,104540.33886497008
1110.0,22,10,4.0,113139.16177236271
1115.0,22,15,4.0,149083.01985096806
1116.0,22,16,4.0,154728.7187776268
1117.0,22,17,4.0,159812.37158825752
1118.0,22,18,4.0,164313.65995552854
1119.0,22,19,4.0,168213.21928300807
1120.0,22,20,4.0,171493.17422086722
1121.0,22,21,4.0,174137.66436743826
1122.0,22,22,4.0,176133.33378706823
1123.0,22,23,4.0,177469.7584984244
2161.0,43,11,4.0,64177.11430802886
2162.0,43,12,4.0,66248.19246742889
2163.0,43,13,4.0,68056.12207519216
2164.0,43,14,4.0,69632.35705637149
2165.0,43,15,4.0,71002.79773990207
1657.0,33,7,4.0,81099.10178345685
1660.0,33,10,4.0,104909.20783042784
1661.0,33,11,4.0,111853.82497023683
1151.0,23,1,4.0,20530.265018001333
1664.0,33,14,4.0,129633.81783818358
1153.0,23,3,4.0,44230.592211358
1156.0,23,6,4.0,76421.79836668816
1157.0,23,7,4.0,86339.73827013448
1158.0,23,8,4.0,95850.266436535
1160.0,23,10,4.0,113610.8291549715
1161.0,23,11,4.0,121834.23924582088
1162.0,23,12,4.0,129598.15121910644
1164.0,23,14,4.0,143672.0530664784
1165.0,23,15,4.0,149940.963552883
1166.0,23,16,4.0,155668.88584995546
1168.0,23,18,4.0,165412.70330645246
1171.0,23,21,4.0,175430.27219277588
1172.0,23,22,4.0,177469.7584984248
2212.0,44,12,4.0,58118.16306206926
2214.0,44,14,4.0,60788.16191291297
2215.0,44,15,4.0,61864.8854641052
1706.0,34,6,4.0,71002.79773990223
1707.0,34,7,4.0,79636.26317839923
1708.0,34,8,4.0,87766.8348134174
1709.0,34,9,4.0,95392.89416709324
1710.0,34,10,4.0,102511.61714253106
1713.0,34,13,4.0,120804.00005217324
1202.0,24,2,4.0,32665.822539473946
1203.0,24,3,4.0,44275.57755778345
1204.0,24,4,4.0,55439.74660192059
1205.0,24,5,4.0,66188.72154629555
1206.0,24,6,4.0,76534.776674664
1207.0,24,7,4.0,86479.96427390097
1717.0,34,17,4.0,138122.14014692526
1209.0,24,9,4.0,105145.7977452622
1210.0,24,10,4.0,113845.5517302974
1714.0,34,14,4.0,125881.8191459592
1212.0,24,12,4.0,129905.71822301218
1766.0,35,16,4.0,129633.8178381836
1217.0,24,17,4.0,161343.49545528315
1218.0,24,18,4.0,165962.04604851553
2262.0,45,12,4.0,49393.24334848878
2264.0,45,14,4.0,51406.59972072512
1760.0,35,10,4.0,99767.73637191988
1761.0,35,11,4.0,106002.69553727274
1252.0,25,2,4.0,32665.82253947391
1253.0,25,3,4.0,44275.57755778352
1254.0,25,4,4.0,55439.74660192059
1767.0,35,17,4.0,132923.44266237956
1768.0,35,18,4.0,135764.42385386006
1255.0,25,5,4.0,66188.72154629552
1256.0,25,6,4.0,76534.77667466429
1257.0,25,7,4.0,86479.96427390077
1764.0,35,14,4.0,121654.12213609698
1259.0,25,9,4.0,105145.79774526204
1260.0,25,10,4.0,113845.55173029762
1261.0,25,11,4.0,122104.47633876764
1263.0,25,13,4.0,137230.5790980514
1264.0,25,14,4.0,144058.78764742243
1265.0,25,15,4.0,150368.78137997858
1266.0,25,16,4.0,156138.03945870744
1267.0,25,17,4.0,161343.49545528367
2314.0,46,14,4.0,41466.874912987245
1811.0,36,11,4.0,102476.16772027317
1813.0,36,13,4.0,112605.97519232571
1302.0,26,2,4.0,32638.486238082714
1303.0,26,3,4.0,44230.59221135793
1814.0,36,14,4.0,116938.45364522452
1305.0,26,5,4.0,66100.76125266352
1815.0,36,15,4.0,120804.00005217316
1816.0,36,16,4.0,124219.89920252512
1817.0,36,17,4.0,127203.63618510308
1310.0,26,10,4.0,113610.82915497157
1311.0,26,11,4.0,121834.23924582108
1312.0,26,12,4.0,129598.15121910664
1313.0,26,13,4.0,136884.07583283226
1317.0,26,17,4.0,160833.52230447973
1861.0,37,11,4.0,98514.8503628654
1863.0,37,13,4.0,107790.16977723558
1352.0,27,2,4.0,32583.394907541668
1353.0,27,3,4.0,44140.02686294083
1355.0,27,5,4.0,65923.84039266335
1356.0,27,6,4.0,76194.6131085505
1358.0,27,8,4.0,95509.26361576504
1359.0,27,9,4.0,104540.33886497017
1360.0,27,10,4.0,113139.16177236236
