Node ID,Longitude,Latitude,Degree Centrality,Betweenness Centrality,Log Betweenness Centrality
28672.0,-122.321597157781,47.5841397198813,1.0,0.0,
36864.0,-122.314815427003,47.5848125683664,1.0,0.0,
30722.0,-122.334031668211,47.593091761406406,1.0,0.0,
16393.0,-122.31606353264232,47.5773104942976,1.0,0.0,
22543.0,-122.29945823717668,47.57990517282376,1.0,0.0,
12314.0,-122.294190712401,47.5741533054269,3.0,64354.0,11.072154371154577
8220.0,-122.34014703624,47.5758008163005,3.0,193026.0,12.170580173839674
4125.0,-122.314447055187,47.5863035119384,1.0,0.0,
30750.0,-122.28553464853952,47.57996768180576,3.0,64354.0,11.072154371154577
4126.0,-122.314535277792,47.5862998891361,1.0,0.0,
33.0,-122.336718563857,47.5744335166959,4.0,788753.0000000001,13.578208496316856
30758.0,-122.326064829019,47.5910133707875,3.0,131096.0,11.78368515822606
38.0,-122.308029646369,47.586353888831205,3.0,64354.0,11.072154371154577
8231.0,-122.30294896444302,47.5828964674235,3.0,128694.0,11.76519277245085
10284.0,-122.2929330028,47.5770972419954,1.0,0.0,
22574.0,-122.288316487547,47.5716183761634,3.0,128694.0,11.76519277245085
30767.0,-122.291127595613,47.5850970936745,1.0,0.0,
14391.0,-122.29411028959198,47.5829526531827,3.0,160858.0,11.988277267209066
32824.0,-122.326382764585,47.5862798872351,1.0,0.0,
32825.0,-122.333998714919,47.5742041769774,1.0,0.0,
6201.0,-122.33349241817102,47.5859954408744,3.0,546586.0,13.21144693926847
14392.0,-122.29360862376468,47.58294954812603,1.0,0.0,
14394.0,-122.299071202475,47.5858444933767,1.0,0.0,
24637.0,-122.330067948969,47.5741257540345,1.0,0.0,
34880.0,-122.327474743721,47.5713377159299,1.0,0.0,
28739.0,-122.328306962006,47.5883313005763,3.0,353758.0,12.776368342524862
28742.0,-122.311406630883,47.578898432075,3.0,64354.0,11.072154371154577
20552.0,-122.328851112847,47.57435328930401,3.0,321618.0,12.681119784869932
24650.0,-122.33006859223832,47.57742597813766,1.0,0.0,
4171.0,-122.300229486755,47.5784088771103,3.0,388673.3999999117,12.870494681259425
22607.0,-122.331125164856,47.5754179619352,1.0,0.0,
36945.0,-122.303686702596,47.5862530822167,1.0,0.0,
20564.0,-122.31476250414168,47.57304368258536,1.0,0.0,
4181.0,-122.33916536086733,47.574429174276,1.0,0.0,
2134.0,-122.3349425736684,47.596313927095935,3.0,64354.0,11.072154371154577
14430.0,-122.31669058413,47.57945198528531,1.0,0.0,
2144.0,-122.300610418487,47.5791029693407,3.0,64354.0,11.072154371154577
28771.0,-122.328852357687,47.5824792668029,1.0,0.0,
32869.0,-122.313967068204,47.5793012546194,1.0,0.0,
36971.0,-122.328546094232,47.5964034814236,1.0,0.0,
4208.0,-122.31515214097334,47.588376202603,1.0,0.0,
22647.0,-122.316002355884,47.57604202128389,3.0,128694.0,11.76519277245085
